"ABB_3mlpa_1","ABB_3mlpa_2","ABB_3mlpa_3","ABB_3mlpa_4","ABB_3mlpa_5","BBA_3MWT_1","BBA_3MWT_2","BBA_3MWT_3","BBA_3MWT_4","BBA_3MWT_5","E_1MWT_1","E_1MWT_2","E_1MWT_3","E_1MWT_4","E_1MWT_5","V_1mlpa_1","V_1mlpa_2","V_1mlpa_3","V_1mlpa_4","V_1mlpa_5"
"Glyma.01G170700",1.20943533775297,0.273703706868036,-0.667716396231047,-0.793436041832036,-0.856097429555291,0.936124091371026,-0.24998851030395,-0.694350793264719,-0.731921167888375,-0.928151410934462,1.99104905865004,0.549131594073848,0.00440525871467472,-0.410632729498758,-0.890316456207823,2.43699882222871,0.576912504887114,-0.142568988492653,-0.715473104819567,-0.897107345517732
"Glyma.01G177200",-0.999631884358893,-0.535144828383648,0.437360183438413,0.729649464379102,-0.0790151238027827,-1.46208410695116,-0.125997973163339,1.13672514990603,2.11864126612437,2.10000073888387,-0.992328285966417,-0.523553545362757,0.301862081918294,0.848069500006374,-0.181483519159912,-1.40129345963468,-0.441687838008284,-0.0650983169156226,-0.410910983090738,-0.45407851985821
"Glyma.01G177400",0.0369868393777183,0.297951792881548,1.57730356245233,1.10346871526529,0.193371113406525,-1.93669534560835,-0.66652219950213,0.599571558397612,0.568906611822821,0.199281590637494,-1.21962697661039,-0.147026018413105,0.670450928485069,1.06578073103959,-1.25163626702595,-1.89353727265123,0.493461108345162,0.530755060755468,0.741098515151707,-0.963344048207173
"Glyma.01G178000",2.39076682700615,0.941533397655997,0.00625524001566029,-0.138305930722761,-0.815875646249153,-0.396700561450486,0.291577388945418,-0.067566961925282,-0.288439691503912,-0.728920471198127,2.45216993816164,0.32420673450758,-0.0813984319650755,-0.889593227504592,-1.15812375641052,0.394878007567372,0.239334741929735,-0.363351179405719,-0.962673853410025,-1.14977256404389
"Glyma.01G183900",-0.0322279987086882,1.26921959941826,0.876335799959098,0.302299588483621,-1.30341682010469,-0.188484962144778,2.93993634320642,0.183265723407049,-0.0374312275116395,-0.153903503023678,-0.954080043242462,0.182225077646468,0.235858359153721,0.106337986797387,-1.19382881654731,-1.27443883815599,0.175580954713471,0.455594713985713,-0.278700944620411,-1.31014099271157
"Glyma.01G185800",2.22434697217414,0.620891746755141,-0.0932449626000271,0.172777911671442,-0.548554129767906,-0.614702125859997,-0.0284869738423832,-0.469773419959834,-0.782484187641175,-0.869318763475293,3.06162197833362,0.487042216961877,-0.039320854537314,-0.690130465037939,-0.494752669411173,-0.0949620304837525,-0.214052952990714,-0.324354123235747,-0.746834587769541,-0.555708579283428
"Glyma.01G198000",-1.03620910316307,0.00395432293286056,0.583130261531674,-0.0694380787912681,-1.04948823224685,-0.709693808919446,1.36533820066307,1.28158723780238,-0.285665163286843,-1.20625339378815,-0.745034782208874,0.101152505118898,1.25341111105973,1.1480815634379,-1.00238094204774,-0.963741197767559,1.18243500655812,1.6562813975351,-0.388095154241649,-1.11937175017828
"Glyma.01G224800",1.43604608030522,-0.147079162293751,-0.245461585675931,-0.360920979693646,-0.445228588601657,-0.361238855051908,-0.28694431992916,-0.400001989017783,-0.436222120117558,-0.44918437083781,3.78601030522774,0.562489276316193,-0.247174580662122,-0.448530960379159,-0.444999011954023,0.0492088714332154,-0.215987476068166,-0.443462614389088,-0.453917181727493,-0.447400736883116
"Glyma.02G010900",3.16256642421862,0.488808784444209,-0.286471895817609,-0.596989725949058,-0.661380373306366,1.28579679187398,0.280976916980145,-0.644260505784934,-0.641002744586681,-0.578706372285393,0.937083373816075,0.0574546078265388,-0.288001049033115,-0.748076712133346,-0.702933449814697,1.17533209328424,-0.0698640185949853,-0.623317755224736,-0.792621610150276,-0.754392779762613
"Glyma.02G018900",0.0123186248444408,1.0999914237936,1.58866654741608,-0.509496870040964,-0.578684662677581,-0.396267268225996,2.25641595786275,0.0608663616945019,-0.942065926525354,-1.43568303533617,0.287034860313358,0.822513490719437,0.337617532240968,-0.928984201026834,-1.34876223702378,-0.503537417313859,0.572943238708783,1.10144494884899,-0.724182520722227,-0.772148847550133
"1",-0.428298694317121,0.114842239643378,0.756174187212439,0.454215923356696,-1.1982341043538,-0.765216670125109,-0.495563073018818,0.238496835785872,0.0738040808434338,-0.367822863433162,-0.120642571130049,0.344875567238314,0.668301624001475,1.37205592244361,-1.31052972702923,-0.386613091470168,0.581712641007927,1.18776983181685,0.579780310572738,-1.29910836904526
"2",1.712654657494,1.58664626934669,1.32771264479927,-0.11396422974342,-0.44439134034676,-0.571506796629523,-0.650848679364161,-0.869176873538554,-0.902470390046225,-1.03402943117923,0.442153241657515,0.641324295687735,0.664137524055458,-0.116523951449656,-0.889941781920408,0.0197010915702991,0.430786003782471,0.19630596762896,-0.582221869912978,-0.846346351891493
"3",2.00018865935535,1.20585778329425,0.597371531658727,-0.111446314870212,-0.1632474963937,0.358795725048162,-0.692245898317568,-1.05500070569402,-0.962137498617088,-1.01238985632111,1.01360141318593,0.595203872344868,0.125439460907001,-0.565075677835401,-0.68013448661341,1.28838806889932,-0.158635354941669,-0.293303064342267,-0.974022777565454,-0.517207383181699
"4",1.12566710122834,0.388544862730149,-0.413606595557292,-0.68437786238051,-0.968625603609511,1.49237664183963,-0.141191982631449,-0.607352092039051,-0.749972276701154,-0.902558776384806,1.7379702830541,0.823489619439313,0.207521343733269,-0.482578959956877,-1.00015937148606,1.92261741599852,0.22515295124559,-0.164170285328462,-0.836815600451138,-0.9719308127426
"5",0.0673815087413574,0.374927502518469,1.84634871191385,1.15079121389496,1.98796464409254,-0.926495049638206,-0.620315289241801,-0.428504006405047,-0.213432860722253,-0.07013386408287,-0.696759848875007,-0.544688755737839,-0.340908442012171,-0.135791419147513,0.269197394225554,-0.86682406272985,-0.57260400225946,-0.334146771708825,-0.187484654157781,0.241478051331893
"6",1.87220753855308,1.81844406692713,0.495920979097509,-0.498362240988355,-0.852891058926953,0.192994726742496,0.122610380173269,-0.451459421225157,-0.861397070094165,-1.06793012156279,0.916539651144936,0.606518444741463,0.303567317555203,-0.603442763207145,-1.12502176181915,0.661647304565061,0.514989417786339,-0.0344909498576208,-0.932598936280092,-1.07784550332506
"7",-0.201120670381035,-0.373175776523926,-0.485350482391364,-0.54534567647825,-0.591203165574271,0.000966177577593567,0.320569279164172,0.287803326432159,2.71540538718943,2.43537174138925,-0.294356221736515,-0.423897650822893,-0.491718614830292,-0.481411819437445,-0.533175336741617,0.0857775522338783,-0.143044266001388,-0.289009322362409,-0.451937333434993,-0.541147127270088
"8",0.974377078204787,0.862261057916486,-0.244666421284522,-0.816423862884383,-1.15493453810813,1.75543797942892,1.5302723687506,0.00627778665811957,-0.729805851807665,-0.968869996765993,0.742592268589468,0.433950497558761,0.0575042785076717,-0.677491698468797,-1.22183841380974,0.958357853498995,0.666792128498032,-0.0934837762872307,-0.914200313755974,-1.16610842443941
"9",-1.1870393342565,-0.823334470961647,0.232166096759028,0.698210580493972,0.0876289323942384,-1.12751345191935,-0.722809723113733,0.343020634257052,0.723016432213432,0.688915822278567,-1.04014930364117,-0.632413625420304,-0.139726165203555,1.53324723887689,0.196015636513349,-1.07324636257547,-0.399445343085953,0.580004715582405,1.73615479851838,0.327296892290374
"10",0.277356753233829,-0.0200412376826459,-0.556164198413548,-0.779672351751988,-1.00882554521951,0.496831894747331,-0.257787368367227,-0.663473578878945,-0.759758199897399,-0.889379882575411,1.89626822276349,1.14973153417606,0.578245341933286,-0.147849686692558,-0.873885544245057,1.95589731894239,0.793454524834739,0.282155537590679,-0.611213453917581,-0.861890080579921
"11",1.91846779004665,0.318816060785619,-0.434389724689636,-0.609044651719218,-0.692923920088596,1.72880625040804,-0.19612064607725,-0.580043337504998,-0.676642238394286,-0.725509670973617,1.32093698967228,0.198464977336062,-0.311180940287254,-0.58493675749802,-0.765825360276675,2.08587535626101,-0.117485971704102,-0.408991900948192,-0.733580336464309,-0.734691967883504
"12",0.331698309458716,-0.20567866779504,-0.434478624757385,-0.479013864221593,-0.540666816510158,3.50624257033942,0.366798737335275,-0.227333816542479,-0.341979569271549,-0.450112737102531,0.368536878503623,-0.0721314982183658,-0.286516365219211,-0.354258330890912,-0.563917853354538,0.889916445473176,-0.153323525680304,-0.325135148047504,-0.492251065436201,-0.536395058062441
"13",-0.466424828714472,0.973149189295605,0.204901097230552,-0.538204809528455,-1.04682198551714,-0.0410369813017242,2.04480241361679,0.408969786449129,-0.538714311736167,-1.00055302503464,-0.176477990982858,0.626595021067417,0.908828069979219,-0.13189164453323,-1.26974317501491,-0.493699971517896,1.288599494345,0.908685458996257,-0.515708475142302,-1.14525333195617
"14",0.400342345153511,-0.417454557306796,-0.605379543747907,-0.108617548202391,1.10987561169566,0.590402538889526,-0.635286356173918,-0.860609523786027,-0.418035736462663,0.128866825014139,0.600821068857271,-0.312519110174224,-0.760991554404534,-0.448311086040598,1.13942768234126,1.02005256908283,-0.557612431960194,-0.723376016720423,-0.427343244516694,1.28574806846217
"15",1.96808573888183,1.59349634531945,2.02830929638933,0.444636077834788,0.357964692191079,-0.357734248804072,-0.470151734347326,-0.515032970776899,-0.511138662933997,-0.580908833389928,-0.29584744300586,-0.293653521171849,-0.102305865369229,-0.41869143759101,-0.577980009194903,-0.392328233771002,-0.38857575690942,-0.326516876984192,-0.610120464318565,-0.551506092048228
"16",-1.37324252350533,-0.294977441277704,0.311011603699706,-0.0415790517128209,-0.696175369093283,-1.30693009406466,0.431630155172061,0.453999702642694,0.00161785488757567,-0.405906106845646,-1.0517039092897,0.109884685149075,1.10638694407752,1.27531861261493,-0.422262179419466,-1.30093957699564,0.76921852918453,1.57534215676104,1.09853678711418,-0.239230779099056
"17",0.406647733820011,0.998527254767193,-0.103559620276248,-0.903609235730761,-1.3165105384713,0.835194441135264,1.4434985766994,-0.0664136003615732,-0.84961684440909,-1.20422437061531,0.620963945927034,0.835734012789645,0.783222570441042,-0.44546084957083,-1.38385138322274,0.594789476290595,1.2182988582945,0.66444891648305,-0.802264316327985,-1.3258150276619
"18",0.949082549323294,0.865334277042427,-0.24011458210707,-0.817888377672755,-1.18150831325253,1.32784273274113,0.93654101307075,-0.385310155495144,-0.92834471084946,-1.15318115547283,1.19297422779042,0.875226718873083,0.384173183514722,-0.644488163723395,-1.22154073948644,1.26431692844972,0.801069047841393,0.0798082444055719,-0.950397632108722,-1.15359509288418
"19",-1.10920583439085,0.2756504828338,0.296645799747896,-0.188020019211648,-0.985854150451641,-0.849874715017548,1.58896454677003,1.00186095939617,0.0245383688779397,-0.566001384335698,-0.82361700166198,0.246534952420408,0.982328517010682,0.585664483401633,-1.06096087325952,-1.12058473410796,1.12089956144779,1.27901154943189,0.177371507635742,-0.875352016537139
"20",-0.36799341027682,-0.00658892899528714,0.34736096560449,2.66180621124566,0.439108638500102,-0.757667669672945,-0.394596489689301,-0.36340833073884,-0.231793514712478,0.256538850551417,-0.0715316791073682,-0.250887134023728,-0.425144156712512,-0.406966515703554,0.744553639055626,-0.487910021703465,-0.878697090398868,-0.548108074630005,-0.362714154257546,1.10463886566542
"21",2.18332449736058,0.530327240729374,-0.224529209379327,-0.447392034114024,-0.524312561106258,2.39869419342126,-0.018939245117439,-0.451350573546338,-0.569275282282087,-0.633399018238282,0.636463999572945,-0.0411398705627259,-0.382747583298258,-0.617700495130643,-0.724786792136808,1.10928597730381,-0.271616303582833,-0.509544723638304,-0.75773899913815,-0.68362321711649
"22",1.55520864341041,0.0683524729475822,0.00730646477990109,-0.075968245756159,-0.62664572840861,-0.440940952545146,-0.249773017187412,-0.525819088873481,-0.698098877246849,-0.717883769256861,3.29158245530625,0.799258813539824,0.307319513543884,-0.506367599959254,-0.651307442405994,0.117606859347511,-0.023513231486096,-0.354082779664843,-0.603458267851783,-0.67277622223287
"23",1.78118596237324,1.03306461618908,-0.158148823057628,-0.705065666090194,-0.973527263047531,1.33667089692386,0.354513238101929,-0.494255972496957,-0.8650378527261,-1.01259256457786,1.25010664663188,0.555685033700334,0.0172690805275976,-0.686083174704405,-1.10274828601213,1.4642434210426,0.396257463452832,-0.202443023493294,-0.935300024697838,-1.05379370803941
"24",3.83474245348687,0.626312813018345,0.250773817907436,-0.253273204625588,-0.24488727264896,0.0228030811845416,-0.347537506219213,-0.370724406556032,-0.42280059758342,-0.420781728380284,-0.0506121535470178,-0.253810791843229,-0.0215962886639851,-0.354536994688214,-0.36412074624898,-0.172138258919688,-0.320705444860779,-0.340222551500669,-0.421700507161565,-0.37518371214957
"25",-0.568670773074006,-0.576530463502237,0.144320627013263,0.681059611847158,2.24132457164084,-0.727410466132991,-0.705667070891546,-0.446113551181873,0.15716980349563,0.613460231771948,-0.683837412876978,-0.695425973777716,-0.622536431049666,-0.139894178917842,1.5632743783242,-0.74036194331368,-0.681021200660045,-0.504619889521209,0.0790767086660426,1.6124034221407
"26",-0.261651919631068,-0.428260706482865,-0.50127291041867,-0.662660209063855,-0.536246014811069,-0.846526317186803,-0.991594077323664,-1.1725984515494,-1.07166252782545,-1.06019923182303,1.5719407118107,1.05145748904136,0.873467292274269,0.648242846081741,0.105166106798372,1.29188334430741,0.785758522354183,0.738050676313938,0.244168118668105,0.222537258465799
"27",-1.57662624229777,-0.529233050472438,0.548462553701647,0.8249537609923,0.656087020978327,-1.51677812263113,0.139526863251913,0.76272407722573,0.753006088008234,0.574992232071622,-1.49633529451026,-0.634804345859993,0.0693005127952872,0.835970515467506,0.317321012116826,-1.65263843038197,-0.174761667199882,0.576455607663297,0.970549071891033,0.551827837189725
"28",-1.04892455478945,-0.111435747380922,0.519189719029016,0.674819987298891,-0.202409684506357,-1.47766942151491,-1.17584550114914,-0.279415340961025,0.95672006101488,1.01104511600236,-0.711046417963112,0.437803170006299,1.13253692188058,1.17990942709248,-0.321274579885494,-1.00695815827186,-0.0466112640654943,0.531195435702247,0.130753194521456,-0.192382362060449
"29",1.99927972127287,0.725923196653437,-0.207279004813129,-0.637521439775019,-0.833057375304885,0.663918664673954,-0.352572738213899,-0.742553908730684,-0.861594421787014,-0.954585971685638,1.67893728726504,0.650250057442273,0.0814112152228223,-0.509863535961791,-0.900439101695432,1.71894415605322,0.319554950383674,-0.169614592071132,-0.788316476039783,-0.880820682888884
"30",0.211914493118541,0.991571216374365,0.69829081276686,-0.152280695088437,-1.40453304366938,-0.347907081485131,0.062488788986407,0.245748952663498,-0.461822756007915,-1.10369748749376,0.412426031009028,1.03478589117733,1.16820051375521,0.168166139493016,-1.51577705034106,0.292594686289053,0.978956875592584,0.917099396688733,-0.716193136314011,-1.48003254751495
"31",1.27113134914018,1.55218421274218,0.648115237114582,-0.00435580564127112,-0.562521089039473,0.948281870864934,1.33945137015945,0.553454256667715,0.0399928403665645,-0.352385392626812,-0.237741419453062,-0.151406814801663,-0.34553272640182,-0.702372463277073,-0.972894152849149,-0.330320004034736,-0.293690721936344,-0.527786282627418,-0.95139148594383,-0.92021277842296
"32",-0.578690306184674,0.317088838578865,0.00353987442900826,-0.505183868527259,-1.02723446535402,-0.663153035996755,0.230916183211619,-0.323476373771042,-0.672319062972726,-1.00080050063515,0.156064766285522,0.995369077993367,1.52172799614539,0.504200761880016,-0.955157118002451,-0.219190761176908,1.6570309446923,1.43158077009992,0.0118836606195258,-0.884197381314545
"33",-0.579735279307935,-0.586426233792005,-0.348623309418073,0.0383148317184062,0.540154892319482,-0.80270398205976,-0.735467280102778,-0.541697278639739,0.0502744535505034,0.361116527365944,-0.572243167477293,-0.444079070231163,-0.375392596974531,0.366026902393486,2.12312972996583,-0.601706567848026,-0.51034052323288,-0.175829827027854,0.51977302386114,2.27545475493724
"34",1.50837639312309,0.903672321513059,0.231644269765707,-0.468463778139755,-0.65401847938812,-0.503562454794815,-0.788813469823117,-1.31177828271608,-1.23980095058673,-1.28917167173515,1.31877109013168,0.885346037997751,0.510061981621092,0.0744593295474456,-0.723497346173549,1.23283187265609,0.85850281523325,0.408450215621045,-0.3786601663065,-0.57434972754639
"35",-1.08869023503871,-0.478401662120322,0.618830859474034,0.742860172422187,1.35824289824489,-1.36282832554485,-0.700802121422262,-0.469147839150286,-0.130624116922945,-0.0588898524430263,-1.07963487872792,-0.577656930007345,-0.0693534042750779,0.888508036692026,1.1001936381748,-1.24544179332244,-0.249017811994277,0.397369579479541,1.1050009249787,1.2994828615033
"36",-1.51874943263104,-0.326924106248033,0.311935102803633,0.374505713494773,-0.492596653559931,-1.3366454742765,0.664134787546499,1.50542767214422,1.17229115585544,0.62154962371765,-1.2897899403067,-0.301524787668904,0.445115011411556,0.751560207751479,-0.601296970644264,-1.41850007409539,0.231595866781782,0.897332047897556,0.661079030903287,-0.350498780877117
"37",0.634968625333016,0.793365993474212,0.736637311011013,-0.014774550919045,-0.147831845681888,-1.10605970098344,-1.13163635302993,-1.66666666345162,-1.38728032701849,-1.40198393668549,0.463779790067464,0.806783973632391,0.797908774417891,0.609044317967452,-0.235530159923275,0.402147613706267,0.824587709144427,0.831090974280311,0.121366811366395,0.0700816432923377
"38",-1.35888967301964,0.507986443063053,0.98122376522796,0.553021035923226,0.370775367930411,-1.40825266100794,0.882981933597543,0.187507938616185,-0.196253131623669,-0.525810254196463,-1.30572493150736,-0.0739009961207233,0.670192168899929,0.546453728433917,-0.164072426331659,-1.68568616561047,0.551748694525831,0.97232096745266,0.338118789150952,0.15625940659625
"39",1.17483217390425,0.359784895152124,-0.497275277814842,-0.738231461941735,-0.933235862888349,2.25621208780087,0.503234023144194,-0.383355909160172,-0.708573492797572,-0.833068318725868,1.20625722446273,0.382864549712047,-0.155724579789314,-0.611604108153513,-0.981093696624274,1.76581188989158,0.245018188798209,-0.292441449494,-0.805991213055543,-0.953419662420825
"40",0.855559383383063,-0.15575963523309,-0.50367333520995,-0.567943497848513,-0.606545633685158,2.63109886858188,-0.26183366685401,-0.512353290425011,-0.534401411010465,-0.57864584519706,1.23510497132942,0.132259120001536,-0.34261531799383,-0.469446484809469,-0.625836046514902,2.04602149403978,-0.183013024475311,-0.38805550991206,-0.571589450381669,-0.598331687785187
"41",-0.937971594659267,-0.678245378476967,-0.468857963802456,-0.427600226624029,-0.633355482750763,-0.957345775041871,-0.73831349063577,-0.589921281960018,-0.589471638346333,-0.462035542664647,-0.274339326534157,0.359128270402545,0.733847383607609,1.45577839617785,0.644009071496916,-0.411954938800513,0.694460933966306,1.13929481828267,1.33716528586423,0.805728480498658
"42",-1.07830336589983,-0.806161779859179,0.226700978949824,0.835939434138621,1.36791443838624,-1.14224963020741,-0.665423073739057,0.177865008788851,0.734417746014433,0.99600134236465,-1.11543941124486,-0.873680187060182,-0.588423035904465,0.524247625041054,1.23683337623351,-1.15543446645792,-0.762862988744931,-0.203061825403314,0.97968158974179,1.31143822486218
"43",0.910156237469835,-0.0110358782073642,-0.440220779487378,-0.51918492374218,-0.552420300284761,0.695908643799347,-0.471043671564366,-0.623084560007534,-0.593017673646655,-0.593681961276743,1.78492244390743,0.386288814819611,-0.26986070575973,-0.384847694284605,-0.585706739462392,2.77449577053798,-0.10538203293678,-0.234937959514343,-0.587277721745933,-0.580069308613438
"44",0.0916447490668278,-0.00998555023070032,-0.554537390766435,-0.851813045516303,-1.21039147756822,1.78041929380921,1.81434864260083,0.677596901430333,0.0578261090738532,-0.140229309957128,0.544391764135044,0.174557719679373,-0.0336584332409494,-0.429756369768703,-1.17439828589387,0.597815067232978,0.514812617204394,0.0195171333523797,-0.679643170135527,-1.18851696450739
